day,n_trades,usd_per_xch,q25,q75,n_sell,n_buy
2026-01-25,41,4.1957,4.1667,4.2325,5,36
2026-01-26,54,4.1538,4.1304,4.1874,37,17
2026-01-27,26,4.2503,4.2342,4.2758,13,13
2026-01-28,11,4.2425,4.2275,4.2626,4,7
2026-01-29,63,4.0898,4.0429,4.1476,4,59
2026-01-30,33,3.8781,3.8161,3.9468,11,22
2026-01-31,42,3.5857,3.4895,3.6852,27,15
2026-02-01,15,3.4062,3.3767,3.4798,6,9
2026-02-02,20,3.5535,3.4495,3.5885,8,12
2026-02-03,54,3.4022,3.3258,3.4807,29,25
2026-02-04,16,3.2721,2.0274,3.4286,12,4
2026-02-05,24,3.161,3.1359,3.2679,6,18
2026-02-06,18,3.232,3.1894,3.3288,10,8
2026-02-07,17,3.2626,3.2288,3.2972,3,14
2026-02-08,17,3.3769,3.3288,3.4134,9,8
2026-02-09,33,3.2175,3.1925,3.2475,6,27
2026-02-10,17,3.0692,2.9746,3.0839,4,13
2026-02-11,10,3.0317,2.9962,3.0523,6,4
2026-02-12,38,2.9366,2.9134,2.9656,20,18
2026-02-13,14,2.8609,2.8393,2.9912,6,8
2026-02-14,7,3.0052,2.9622,3.0353,4,3
2026-02-15,6,3.0889,3.0707,3.1172,3,3
2026-02-16,24,2.9649,2.9374,3.0078,13,11
2026-02-17,15,2.9052,2.8896,2.9551,8,7
2026-02-18,13,2.8812,2.8217,2.8984,2,11
2026-02-19,13,2.6491,2.6337,2.6895,7,6
2026-02-20,5,2.6921,2.6647,2.713,4,1
2026-02-21,6,2.6735,2.6312,2.7554,4,2
2026-02-22,16,2.5983,2.5486,2.6124,4,12
2026-02-23,7,2.6663,2.6347,2.6799,6,1
2026-02-24,23,2.5199,2.5046,2.5804,12,11
2026-02-25,7,2.5147,2.4662,2.5296,3,4
2026-02-26,6,2.6764,2.623,2.7261,2,4
2026-02-27,11,2.744,2.7024,2.7806,4,7
2026-02-28,4,2.699,2.6858,2.7125,4,0
2026-03-01,11,2.6621,2.655,2.681,10,1
2026-03-02,2,2.5837,2.5747,2.5927,1,1
2026-03-03,3,2.6983,2.6739,2.7047,0,3
2026-03-04,35,2.8318,2.7695,2.9719,19,16
2026-03-05,16,2.8369,2.8163,2.8674,8,8
2026-03-06,6,2.7447,2.7158,2.778,4,2
2026-03-07,3,2.6637,2.658,2.6855,1,2
2026-03-08,9,2.5549,2.5402,2.591,3,6
2026-03-09,4,2.5857,2.5711,2.6048,2,2
2026-03-10,4,2.5999,2.5881,2.6066,4,0
2026-03-11,16,2.53,2.5066,2.5535,7,9
2026-03-12,9,2.5421,2.502,2.6265,1,8
2026-03-13,3,2.713,2.6995,2.7282,2,1
2026-03-14,6,2.6981,2.6953,2.7031,0,6
2026-03-15,6,2.7864,2.7473,2.8194,4,2
2026-03-16,3,2.9235,2.8618,2.9328,2,1
2026-03-17,14,3.074,3.0187,3.1175,7,7
2026-03-18,16,3.0865,3.0532,3.1091,11,5
2026-03-19,10,2.8225,2.7901,2.8705,9,1
2026-03-20,31,2.7858,2.7205,2.9681,20,11
2026-03-21,15,2.83,2.7941,3.2896,8,7
2026-03-22,11,2.7967,2.7416,2.8824,6,5
2026-03-23,61,2.9163,2.8968,2.9243,6,55
2026-03-24,92,2.9639,2.9262,2.9922,64,28
2026-03-25,29,2.9124,2.904,2.9323,12,17
2026-03-26,65,2.8299,2.8088,2.8889,33,32
2026-03-27,48,2.8613,2.7837,2.8776,9,39
2026-03-28,53,2.744,2.744,2.7671,38,15
2026-03-29,18,2.7171,2.7171,2.7275,4,14
2026-03-30,10,2.7067,2.7047,2.7087,9,1
2026-03-31,73,2.7171,2.7024,2.759,26,47
2026-04-01,38,2.6231,2.5789,2.6641,20,18
2026-04-02,55,2.5539,2.5165,2.5562,17,38
2026-04-03,45,2.4417,2.4105,2.5,28,17
2026-04-04,63,2.3996,2.3793,2.4214,47,16
2026-04-05,144,2.3662,2.3417,2.3761,76,68
2026-04-06,70,2.3369,2.3229,2.3546,24,46
2026-04-07,74,2.3069,2.2864,2.3205,48,26
2026-04-08,24,2.3284,2.3033,2.3404,8,16
2026-04-09,64,2.3127,2.2987,2.3336,43,21
2026-04-10,88,2.3761,2.3438,2.4177,61,27
2026-04-11,53,2.3011,2.2949,2.31,30,23
2026-04-12,54,2.2893,2.2844,2.2975,25,29
2026-04-13,102,2.2326,2.2019,2.2697,20,82
2026-04-14,60,2.1868,2.1467,2.2161,28,32
2026-04-15,17,2.17,2.1469,2.186,17,0
2026-04-16,68,2.1687,2.1469,2.2169,44,24
2026-04-17,43,2.3092,2.2437,2.3414,23,20
2026-04-18,16,2.376,2.3298,2.4028,6,10
2026-04-19,55,2.4357,2.4243,2.4679,39,16
2026-04-20,45,2.3517,2.3167,2.4172,20,25
2026-04-21,38,2.5575,2.5255,2.5917,24,14
2026-04-22,35,2.618,2.613,2.6858,30,5
2026-04-23,73,2.684,2.6449,2.7085,58,15
2026-04-24,34,2.5559,2.4985,2.5707,18,16
2026-04-25,55,2.42,2.3876,2.4526,20,35
2026-04-26,42,2.3529,2.3363,2.3751,38,4
2026-04-27,2,2.3287,2.3224,2.3351,2,0
2026-04-28,9,2.3312,2.3161,2.35,7,2
2026-04-29,11,2.4229,2.318,2.4253,2,9
2026-04-30,4,2.3168,2.2948,2.3321,2,2
2026-05-01,7,2.3081,2.3081,2.3625,0,7
2026-05-02,11,2.1327,2.1199,2.1624,3,8
2026-05-03,57,2.2116,2.0959,2.3326,13,44
2026-05-04,33,2.0766,2.0644,2.09,31,2
2026-05-05,113,2.1,2.0836,2.104,27,86
2026-05-06,2,2.1643,2.1586,2.17,1,1
2026-05-07,19,2.1948,2.1807,2.2149,11,8
2026-05-08,17,2.254,2.2158,2.2751,6,11
2026-05-09,1,2.2721,2.2721,2.2721,0,1
2026-05-10,10,2.292,2.2679,2.2973,3,7
2026-05-11,11,2.3276,2.292,2.3527,6,5
2026-05-12,24,2.3164,2.2916,2.3317,12,12
2026-05-13,18,2.3535,2.3131,2.4074,12,6
2026-05-14,38,2.4794,2.4582,2.5186,24,14
2026-05-15,35,2.464,2.4102,2.495,26,9
2026-05-16,61,2.42,2.3748,2.5,33,28
2026-05-17,45,2.6441,2.6056,2.6637,14,31
2026-05-18,50,2.6931,2.5873,2.7736,25,25
2026-05-19,97,3.4857,3.2225,3.5407,62,35
2026-05-20,37,3.3604,3.284,3.5912,30,7
2026-05-21,75,3.3333,3.2168,3.4453,62,13
2026-05-22,42,3.1528,3.016,3.2368,24,18
2026-05-23,59,3.1431,3.0321,3.2271,59,0
